x,y
0.33000000000000007,-2.0999999999999988
0.3152940252847589,-2.100449960527974
0.2731816957870059,-2.1019159146835538
0.20667140347869228,-2.104571971324228
0.11877154033177462,-2.1085922393074856
0.012490498318204146,-2.1141508274908105
-0.10916333059006433,-2.1214218447316924
-0.2431815544210778,-2.13057939988762
-0.3865557812028828,-2.141797601816079
-0.536277618963525,-2.155250559374557
-0.6893386757310518,-2.1711123814205413
-0.8427305595335088,-2.1895571768115207
-0.9934448783989436,-2.2107590544049804
-1.1384732403554008,-2.23489212305841
-1.2748072534309283,-2.2621304916292964
-1.399438525653573,-2.2926482689751273
-1.509358665051379,-2.3266195639533906
-1.601596553210074,-2.3642149059025686
-1.6749620532689216,-2.4054337898485727
-1.7307913690576147,-2.4500330968820583
-1.7706127850460596,-2.4977512618721596
-1.7959545857041648,-2.5483267196880135
-1.8083450555018357,-2.6014979051987543
-1.8093124789089807,-2.657003253273519
-1.8003851403955067,-2.7145811987814428
-1.783091324431322,-2.7739701765916642
-1.758959315486332,-2.834908621573316
-1.7295173980304446,-2.897134968595534
-1.6962938565335675,-2.960387652527456
-1.660816975465607,-3.0244051082382173
-1.6246150392964718,-3.0889257705969504
-1.589216332496068,-3.1536880744727966
-1.5561491395343015,-3.2184304547348894
-1.5269417448810825,-3.282891346252363
-1.50297645109254,-3.3468151435556655
-1.4842917813051342,-3.410001100506843
-1.470202052361814,-3.4722780364402377
-1.4600145616896887,-3.533475057255427
-1.4530366067158687,-3.593421268851987
-1.448575484867463,-3.651945777129492
-1.4459384935715822,-3.708877687987517
-1.4444329302553358,-3.7640461073256404
-1.443366092345833,-3.817280141043435
-1.4420452772701848,-3.868408895040478
-1.4397777824554994,-3.9172614752163426
-1.4358709053288883,-3.9636669874706074
-1.4296319433174598,-4.007454537702846
-1.4203681938483248,-4.048453231812636
-1.4073869543485928,-4.08649217569955
-1.3899955222453735,-4.121400475263165
-1.3675013545279406,-4.153007313758397
-1.3394236471782044,-4.181244524973901
-1.305910749793715,-4.206348954796723
-1.267227332790132,-4.228613841155428
-1.2236380665831152,-4.248332421978581
-1.1754076215883251,-4.265797935194751
-1.122800668221421,-4.2813036187325
-1.0660818768980609,-4.2951427105203965
-1.005515918033907,-4.307608448487006
-0.9413674620446177,-4.318994070560892
-0.8739011793458529,-4.329592814670623
-0.8033817403532719,-4.339697918744765
-0.7300738154825348,-4.349602620711882
-0.6542420751493023,-4.359600158500541
-0.5761511897692326,-4.369983770039308
-0.49606582975798563,-4.381046693256749
-0.41425066553122214,-4.39308216608143
-0.3309740401483863,-4.406376945342636
-0.246603618662391,-4.421042514759115
-0.16161541447154537,-4.436999156173211
-0.07649092317129469,-4.454157477016675
0.008288359642914855,-4.472428084721265
0.09224093837563796,-4.491721586718736
0.17488531743142843,-4.511948590440843
0.2557400012148392,-4.533019703319342
0.33432349413042406,-4.554845532785985
0.4101543005827377,-4.577336686272532
0.482750924976334,-4.600403771210736
0.5516318717157658,-4.623957395032352
0.6163156452055878,-4.6479081651691345
0.676320749850353,-4.67216668905284
0.731165690054616,-4.6966435741152255
0.7803689702229306,-4.7212494277880435
0.8234490947598507,-4.74589485750305
0.8600188195188592,-4.770524160506222
0.8903174839859238,-4.795305603928488
0.9148400375765062,-4.820498821676946
0.9340821837176625,-4.846363717177206
0.9485396258364469,-4.873160193854882
0.9587080673599147,-4.901148155135584
0.9650832117151191,-4.930587504444927
0.9681607623291173,-4.961738145208519
0.9684364226289626,-4.994859980851975
0.9664058960417092,-5.030212914800903
0.9625648859944134,-5.068056850480919
0.9574090959141293,-5.108651691317633
0.9514342292279112,-5.152257340736656
0.9451359893628144,-5.199133702163601
0.939010079745894,-5.249540679024079
0.9335522038042052,-5.303738174743703
0.9292569668380644,-5.361985000771555
0.9263861712795789,-5.424308469532378
0.9246822056143262,-5.4902193885522825
0.9238171782167273,-5.559158678859463
0.9234631974612002,-5.630567261482114
0.923292371722165,-5.703886057448431
0.9229768093740427,-5.778555987786607
0.9221886187912522,-5.854017973524839
0.9205999083482128,-5.929712935691322
0.9178827864193453,-6.005081795314249
0.913709361379067,-6.079565473421818
0.9077517416018006,-6.15260489104222
0.8996820354619652,-6.223640969203656
0.8891723513339773,-6.292114628934314
0.8758947975922613,-6.357466791262393
0.8595214826112345,-6.419138377216088
0.8397245147653161,-6.476570307823593
0.8161869647990354,-6.52922899536715
0.7887797140928621,-6.577017575993118
0.7575314392342039,-6.620206113589552
0.7224757189735334,-6.65907607124767
0.6836461320613205,-6.69390891205869
0.6410762572480362,-6.724986099113833
0.5947996732841547,-6.752589095504318
0.5448499589201425,-6.776999364321362
0.4912606929064731,-6.798498368656185
0.43406545399361907,-6.8173675716000055
0.37329782093204944,-6.833888436244041
0.30899137247223507,-6.848342425679512
0.24117968736465034,-6.861011002997637
0.16989634435976342,-6.872175631289634
0.0951749222080478,-6.882117773646723
0.017048999659970754,-6.891118893160122
-0.06444784453399155,-6.8994604529210495
-0.14919851505020176,-6.907432646488489
-0.2366776775723345,-6.915368342991439
-0.32623545338996607,-6.9236134309007635
-0.41722193335660496,-6.932513801868987
-0.5089872083257578,-6.942415347548636
-0.6008813691509323,-6.953663959592232
-0.692254506685634,-6.966605529652302
-0.7824567117833685,-6.981585949381367
-0.8708380752976508,-6.998951110431953
-0.9567486880819827,-7.019046904456584
-1.0395386409898717,-7.042219223107784
-1.1185580248748264,-7.068813958038078
-1.1931569305903533,-7.099177000899989
-1.2626854489899602,-7.133654243346042
-1.326493670927154,-7.17259157702876
-1.3839316872554432,-7.216334893600669
-1.4343543887633654,-7.265225435917525
-1.4774880389906464,-7.319244767707581
-1.513688404067696,-7.377764771612201
-1.5433722270773709,-7.440098273336062
-1.5669562511025257,-7.505558098583842
-1.5848572192260173,-7.573457073060222
-1.5974918745307,-7.643108022469877
-1.60527696009943,-7.71382377251749
-1.6086292190150635,-7.784917148907734
-1.6079653943604546,-7.8557009773452915
-1.6037022292184604,-7.92548808353484
-1.596256466671936,-7.9935912931810575
-1.586044849803737,-8.059323431988624
-1.573484121696719,-8.121997325662214
-1.5589910254337371,-8.180925799906511
-1.5429823040976478,-8.235421680426189
-1.5258747007713063,-8.28479779292593
-1.5080399075062303,-8.328426195672016
-1.489325898114637,-8.366367525459383
-1.4692427636737109,-8.399126663295007
-1.4472949638817179,-8.42721589425606
-1.4229869584369261,-8.451147503419715
-1.3958232070376027,-8.471433775863149
-1.365308169382014,-8.488586996663532
-1.3309463051684274,-8.50311945089804
-1.2922420740951095,-8.515543423643845
-1.2486999358603272,-8.526371199978122
-1.199824350162348,-8.536115064978043
-1.1451197766994388,-8.545287303720784
-1.0840906751698665,-8.554400201283515
-1.016241505271898,-8.563966042743415
-0.9410767267038009,-8.574497113177653
-0.8581007991638412,-8.586505697663405
-0.7668181902433364,-8.600504075342128
-0.66696847781414,-8.61682771817305
-0.5591422920789308,-8.635172091373889
-0.44412276683699003,-8.655087893976868
-0.3226930358875988,-8.676125825014203
-0.1956362330300374,-8.697836583518122
-0.06373549206358842,-8.71977086852084
0.072226053212467,-8.741479379054581
0.21146526899884766,-8.762512814151567
0.3531990214962697,-8.782421872844015
0.49664417690545815,-8.800757254164152
0.6410176014271283,-8.817069657144197
0.7855361612619998,-8.830909780816368
0.9294167226107906,-8.84182832421289
1.0718761516742186,-8.849375986365985
1.2121313146530035,-8.853103466307871
1.3493990777478633,-8.852561463070769
1.482901497159271,-8.847306657481832
1.6120623903280276,-8.837128272646043
1.7365676696823842,-8.82211761231227
1.8561207638997521,-8.802386168787262
1.970425101657539,-8.778045434377768
2.0791841116331558,-8.749206901390535
2.182101222504013,-8.715982062132314
2.278879862947523,-8.678482408909852
2.3692234616410923,-8.636819434029901
2.452835447262135,-8.591104629799208
2.5294192484880575,-8.54144948852452
2.5986782939962714,-8.487965502512589
2.660316012464185,-8.430764164070162
2.7140358325692135,-8.36995696550399
2.7595411829887633,-8.30565539912082
2.7965354924002472,-8.2379709572274
2.8247221894810712,-8.167015132130482
2.8439063443267703,-8.092896188862177
2.854730159018465,-8.015695812199477
2.858247522226124,-7.935482615223689
2.8555151879937926,-7.852325120035998
2.8475899103655173,-7.766291848737585
2.835528443385342,-7.677451323429635
2.8203875410973156,-7.585872066213328
2.803223957545481,-7.491622599189851
2.785094446773889,-7.394771444460384
2.7670557628265833,-7.295387124126108
2.75016465974761,-7.1935381602882105
2.735477891581014,-7.089293075047871
2.724052212370842,-6.982720390506273
2.716944376161141,-6.8738886287645995
2.7152111369959586,-6.762866311924032
2.719909248919338,-6.649721962085756
2.7320947061720853,-6.534524205248691
2.7523599280413595,-6.417405058019741
2.7800470775779633,-6.298667500735258
2.814289656867081,-6.178643046648161
2.854221167993896,-6.057663209011363
2.8989751130435986,-5.936059501077779
2.9476849941013716,-5.814163436100326
2.9994843132524043,-5.69230652733192
3.05350657258188,-5.570820288025475
3.1088852741749866,-5.450036231433907
3.16475392011691,-5.330285870810131
3.220246012492834,-5.2119007194070655
3.274495053387951,-5.095212290477621
3.326634544887442,-4.980552097274715
3.3757979890764966,-4.868251653051263
3.421118888040298,-4.758642471060179
3.4617307438640346,-4.652056064554381
3.496794559147852,-4.548813791130157
3.526103848335951,-4.449003428281335
3.550084637716595,-4.352479173399293
3.5691904540930057,-4.259085068218779
3.5838748242684026,-4.168665154474541
3.5945912750460085,-4.081063473901324
3.6017933332290433,-3.9961240682338772
3.6059345256207296,-3.913690979206951
3.6074683790242874,-3.83360824855529
3.6068484202429367,-3.755719918013643
3.6045281760798993,-3.6798700293167563
3.600961173338397,-3.605902624199379
3.5966009388216493,-3.533661744396259
3.5919009993328794,-3.462991431642143
3.587314881675306,-3.393735727671781
3.5832961126521514,-3.3257386742199175
3.5802982190666377,-3.258844313021303
3.5787005133726115,-3.192888739200943
3.5784376299651575,-3.1276604333319007
3.579279323749465,-3.062930221275292
3.5809950793918635,-2.9984688999560207
3.5833543815586744,-2.934047266298977
3.586126714916227,-2.8694361172290614
3.5890815641308427,-2.8044062496711675
3.5919884138688483,-2.7387284605501963
3.594616748796569,-2.6721735467910426
3.5967360535803303,-2.604512305318604
3.5981158128864568,-2.5355155330577777
3.598525511381273,-2.4649540269334587
3.597734633731105,-2.3925985838705444
3.5955126646022793,-2.318220000793935
3.5916290886611195,-2.241589074628525
3.585853390573953,-2.162476602299214
3.5779561210146484,-2.0806551711932606
3.567860990767901,-1.9961546158580221
3.5558031495409956,-1.9095278625124026
3.542055560784214,-1.8213913491992662
3.526891187947836,-1.7323615139614832
3.5105829944821387,-1.6430547948419179
3.4934039438374036,-1.5540876298834387
3.4756269994639073,-1.4660764571289153
3.457525124811932,-1.3796377146212127
3.4393712833317585,-1.2953878404031993
3.421438438473661,-1.2139432725177404
3.4039995536879255,-1.1359204490077044
3.387327592424824,-1.0619358079159582
3.3716955181346426,-0.9926057872853722
3.357376294267654,-0.9285468251588096
3.344642884274145,-0.8703753595791408
3.333768251604387,-0.8187078285892291
3.325007993369373,-0.7740978591954981
3.3183578547884247,-0.7361592391923306
3.3136135465801067,-0.7037822662876199
3.310565633880973,-0.6758386275117925
3.3090046818275773,-0.6512000098952768
3.3087212555564722,-0.6287381004685013
3.309505920204213,-0.6073245862618872
3.3111492409073486,-0.5858311543058683
3.31344178280244,-0.5631294916308658
3.316174111026033,-0.5380912852673099
3.3191367907146816,-0.5095882222456272
3.322120387004941,-0.47649198959624606
3.3249154650333654,-0.43767427434958783
3.327312589936506,-0.3920067635360862
3.329102326850917,-0.3383611441861678
3.330075240913154,-0.2756091033302557
3.3300218972597637,-0.20262232799878
3.3287022024676594,-0.11866590332559035
3.325740522588233,-0.024744115055705507
3.320723779476066,0.07765828244037465
3.3132388937286743,0.18705651866201656
3.302872785943565,0.30196582310857956
3.2892123767182584,0.4209014252794212
3.271844586650265,0.5423785546739026
3.2503563363371004,0.6649124407913867
3.2243345463762756,0.7870183131312309
3.193366137365307,0.9072114011927948
3.157038029901707,1.024006934475441
3.114937144582992,1.1359201424785326
3.0666504020066716,1.2414662547014252
3.011764722770261,1.3391605006434801
2.949867027471277,1.4275181098040584
2.880544236707231,1.5050543116825192
2.8033912771032323,1.5702998573747067
2.7184834369398905,1.622716793765525
2.6266405650638767,1.6632106762129073
2.528746558542583,1.6928112328466618
2.4256853144434096,1.7125481917965963
2.3183407298337535,1.7234512811925207
2.2075967017810134,1.7265502291642427
2.0943371273525857,1.7228747638415758
1.9794459036158676,1.713454613354326
1.863806927638259,1.6993195058323014
1.7483040964871543,1.6814991694053099
1.6338213072299537,1.6610233322031682
1.521242456934055,1.6389217223556738
1.411451442666853,1.6162240679926452
1.3053321614957492,1.5939600972438885
1.2037685104881364,1.57315953823921
1.107644386711418,1.5548521191084212
1.017759996268909,1.5399885517839493
0.9340515519583903,1.5287038153849863
0.8559455568867955,1.5206516504408256
0.782861926242604,1.5154795775468557
0.7142205752142967,1.5128351172984686
0.649441418990353,1.512365790291053
0.5879443727592548,1.5137191171199973
0.5291493517094796,1.5165426183806918
0.4724762710295094,1.520483814668527
0.41734504590782073,1.5251902265788875
0.36317559153289825,1.5303093747071692
0.30938782309321766,1.5354887796487553
0.2554016557772618,1.5403759619990396
0.2006370047735082,1.544618442353407
0.14451378527043968,1.5478637413072516
0.08645191245653283,1.5497593794559616
0.02587135281269415,1.5499528942604428
-0.03759803858152733,1.5481608368795072
-0.10363842136465617,1.5443259756591772
-0.17179120876400322,1.538437357925682
-0.24159781400688196,1.5304840310052636
-0.31259965032060055,1.520455042224155
-0.38433813093247293,1.5083394389085925
-0.4563546690698086,1.4941262683848144
-0.5281906779599201,1.4778045779790538
-0.5993875708301171,1.4593634150175454
-0.6694867609077124,1.438791826826531
-0.7380296614200166,1.4160788607322434
-0.8045576855943426,1.3912135640609176
-0.8686122466579991,1.3641849841387934
-0.9297347578382995,1.3349821682921021
-0.9874666323625538,1.3035941638470838
-1.0413492834580733,1.2700100181299696
-1.0909305557605213,1.234222533194961
-1.1359653138269037,1.1963453716363794
-1.1764548209726975,1.156636046393185
-1.21241472262954,1.1153604668442405
-1.243860664229076,1.0727845423684208
-1.270808291202946,1.0291741823445868
-1.2932732489827936,0.9847952961516082
-1.31127118300026,0.939913793168353
-1.3248177386869884,0.8947955827736855
-1.3339285614746212,0.8497065743464791
-1.3386192967948012,0.8049126772655946
-1.3389055900791704,0.7606798009099034
-1.3348030867593712,0.71727385465827
-1.3263274322670462,0.6749607478895605
-1.3134942720338372,0.6340063899826482
-1.2963192514913873,0.5946766903163923
-1.2748180160713387,0.5572375582696658
-1.2490331056483486,0.5219258268424891
-1.2192058268399775,0.48876343642249154
-1.185666574106274,0.45767601189238505
-1.1487461621329569,0.4285887238164534
-1.1087754056057468,0.40142674275898926
-1.0660851192103618,0.3761152392842799
-1.021006117632521,0.35257938395661803
-0.9738692155579454,0.3307443473402891
-0.9250052276723535,0.3105352999995823
-0.8747449686614646,0.2918774124987884
-0.8234192532109992,0.27469585540219477
-0.7713588960066753,0.258915799274094
-0.7188947117342135,0.24446241467876995
-0.666357515079333,0.23126087218051694
-0.6140781207277533,0.21923634234361877
-0.5623873433651925,0.20831399573237164
-0.511615564434523,0.1984189858254677
-0.4619462960525018,0.1894706740875307
-0.4132030255276389,0.1813742238601428
-0.36515508481220493,0.17403266278648388
-0.3175718058584751,0.1673490185097286
-0.270222520618721,0.16122631867305515
-0.2228765610452168,0.15556759091964167
-0.17530325909023325,0.15027586289266281
-0.12727194670604547,0.14525416223529852
-0.07855195584492591,0.14040551659072342
-0.028912618459146167,0.13563295360211747
0.02187673349901953,0.13083950091265528
0.07404676807729871,0.12592818616551682
0.1278281533234189,0.1208020370038767
0.18345155728510676,0.11536408107091312
0.24114764801008803,0.109517346009806
0.3011470935460938,0.10316485946372822
0.3636647100549446,0.09621061412219589
0.42860202222689736,0.08857767553390516
0.49557336316308653,0.08020659317300627
0.5641824464395189,0.07103856301930378
0.6340329856322109,0.061014781052605827
0.7047286943171693,0.050076443252716984
0.7758732860704036,0.03816474559944183
0.847070474467924,0.02522088407258316
0.9179239730857418,0.011186054651949107
0.9880374954998636,-0.003998546682650428
1.0570147552863007,-0.02039172395141975
1.1244594660210643,-0.038052281174547176
1.1899753412801637,-0.05703902237222813
1.2531660946396075,-0.07741075156465982
1.313635439675406,-0.09922627277203411
1.3709870899635677,-0.12254439001454642
1.4248247590801073,-0.1474239073123922
1.4748302277463985,-0.17391572624608465
1.5211075246319634,-0.20202800584517533
1.5639027841702502,-0.231754520314162
1.6034622478826996,-0.2630890330174491
1.6400321572907517,-0.296025307319427
1.673858753915848,-0.33055710658449655
1.7051882792794277,-0.3666781941770516
1.7342669749029307,-0.40438233346148955
1.7613410823077995,-0.44366328780220776
1.7866568430154723,-0.48451482056360007
1.8104604985473909,-0.5269306951100656
1.832998290424996,-0.570904674806
1.854516460169724,-0.6164305230158007
1.8752612493030218,-0.6635020031038632
1.895478899346326,-0.7121128784345832
1.9154156518210756,-0.7622569123723597
1.935314697418006,-0.8139271628848892
1.9551044669032933,-0.8670439108401204
1.9741293476392698,-0.9213923977259846
1.9916702792433618,-0.9767431949835039
2.007008201333001,-1.0328668740537008
2.0194240535256167,-1.0895340063775958
2.0281987754386366,-1.1465151633962076
2.032613306689492,-1.2035809165505533
2.031948586895613,-1.2605018372816588
2.0254855556744262,-1.3170484970305445
2.012505152643361,-1.3729914672382275
1.9922883174198507,-1.4281013193457337
1.9641159896213214,-1.4821486247940765
1.927269108865203,-1.5349039550242836
1.8810286147689252,-1.586137881477372
1.824675446949918,-1.6356209755943603
1.7574905450256093,-1.6831238088162745
1.678869044899879,-1.728424384184648
1.589708049175763,-1.7713984488695615
1.4919634942847484,-1.8119906562224877
1.3876134766316817,-1.850147101708953
1.2786360926214133,-1.8858138807944833
1.1670094386587788,-1.918937088944607
1.0547116111486305,-1.9494628216248548
0.9437207064958146,-1.9773371743007502
0.8360148211051754,-2.002506242437822
0.7335720513815609,-2.0249161215015965
0.6383704937298171,-2.0445129069576016
0.5523882445547876,-2.061242694271364
0.4776034002613212,-2.075051578908412
0.4159940572542631,-2.0858856563342734
0.36953831193845943,-2.0936910220144718
0.3402142607187564,-2.0984137714145383
0.33000000000000007,-2.1000000000000005
